,Anhui,Beijing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Heilongjiang,Henan,Hubei,Hunan,InnerMongolia,Jiangsu,Jiangxi,Jilin,Liaoning,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Xinjiang,Yunnan,Zhejiang
1992,8.200000000000003,9.900000000000006,5.900000000000006,7.200000000000003,7.299999999999997,5.900000000000006,7.799999999999997,8.700000000000003,6.099999999999994,9.200000000000003,5.400000000000006,9.599999999999994,10.700000000000003,7.400000000000006,6.599999999999994,5.700000000000003,8.0,6.700000000000003,8.299999999999997,8.0,10.299999999999997,6.799999999999997,10.0,7.299999999999997,7.400000000000006,11.400000000000006,8.599999999999994,8.900000000000006,7.5
1993,14.700000000000003,19.0,15.400000000000006,15.400000000000006,21.599999999999994,22.0,16.0,23.299999999999997,13.799999999999997,14.799999999999997,10.400000000000006,18.400000000000006,16.799999999999997,14.099999999999994,18.200000000000003,14.599999999999994,12.599999999999994,15.200000000000003,14.299999999999997,13.200000000000003,13.099999999999994,12.700000000000003,20.200000000000003,15.099999999999994,16.799999999999997,17.599999999999994,13.0,21.299999999999997,19.799999999999997
1994,26.900000000000006,24.900000000000006,25.299999999999997,23.700000000000003,21.700000000000003,26.0,22.799999999999997,26.700000000000003,22.599999999999994,21.900000000000006,25.200000000000003,25.299999999999997,25.299999999999997,22.900000000000006,23.200000000000003,26.900000000000006,20.599999999999994,24.299999999999997,23.099999999999994,21.799999999999997,26.700000000000003,23.400000000000006,23.900000000000006,25.200000000000003,24.599999999999994,24.0,26.700000000000003,19.200000000000003,24.799999999999997
1995,14.799999999999997,17.299999999999997,15.200000000000003,19.799999999999997,14.0,18.400000000000006,21.400000000000006,13.5,15.200000000000003,16.099999999999994,16.5,20.0,19.0,17.5,15.799999999999997,16.900000000000006,15.200000000000003,16.099999999999994,17.099999999999994,18.0,19.0,17.599999999999994,18.700000000000003,16.900000000000006,18.5,15.299999999999997,19.700000000000003,21.299999999999997,16.599999999999994
1996,9.900000000000006,11.599999999999994,5.900000000000006,10.200000000000003,7.0,6.5,9.099999999999994,4.299999999999997,7.099999999999994,7.099999999999994,10.5,9.400000000000006,7.700000000000003,7.599999999999994,9.299999999999997,8.400000000000006,7.200000000000003,7.900000000000006,6.799999999999997,10.799999999999997,9.700000000000003,9.599999999999994,9.200000000000003,7.900000000000006,9.299999999999997,9.0,10.5,8.700000000000003,7.900000000000006
1997,1.2999999999999972,5.299999999999997,1.7000000000000028,2.9000000000000057,1.9000000000000057,0.7999999999999972,3.4000000000000057,0.7999999999999972,3.5,4.400000000000006,3.5,3.200000000000003,2.799999999999997,4.5,1.7000000000000028,2.0,3.700000000000003,3.0999999999999943,3.799999999999997,4.799999999999997,4.799999999999997,2.799999999999997,2.799999999999997,3.0999999999999943,5.099999999999994,3.0999999999999943,3.700000000000003,4.299999999999997,2.799999999999997
1998,0.0,2.4000000000000057,-0.29999999999999716,-1.0,-1.7999999999999972,-3.0,0.09999999999999432,-2.700000000000003,-1.5999999999999943,0.4000000000000057,-2.5,-1.5999999999999943,0.20000000000000284,-0.7000000000000028,-0.5999999999999943,1.0,-0.7999999999999972,-0.7000000000000028,0.0,0.7000000000000028,-1.5999999999999943,-0.5999999999999943,0.0,-1.4000000000000057,-0.4000000000000057,-0.5,0.20000000000000284,1.7000000000000028,-0.29999999999999716
1999,-2.200000000000003,0.5999999999999943,-0.9000000000000057,-2.4000000000000057,-1.7999999999999972,-2.299999999999997,-0.7999999999999972,-1.7000000000000028,-1.9000000000000057,-3.200000000000003,-3.0999999999999943,-2.200000000000003,0.5,-0.20000000000000284,-1.2999999999999972,-1.4000000000000057,-2.0,-1.4000000000000057,-1.2999999999999972,-0.5,-2.200000000000003,-0.7000000000000028,1.5,-0.4000000000000057,-1.5,-1.0999999999999943,-2.5999999999999943,-0.29999999999999716,-1.2000000000000028
2000,0.7000000000000028,3.5,2.0999999999999943,-0.5,1.4000000000000057,-0.29999999999999716,-0.5,1.0999999999999943,-0.29999999999999716,-1.7000000000000028,-0.7999999999999972,-1.0,1.4000000000000057,1.2999999999999972,0.09999999999999432,0.29999999999999716,-1.4000000000000057,-0.09999999999999432,-0.4000000000000057,-0.5,-0.5,0.20000000000000284,2.5,3.9000000000000057,0.09999999999999432,-0.4000000000000057,-0.5999999999999943,-2.0999999999999943,1.0
2001,0.5,3.0999999999999943,-1.2999999999999972,4.0,-0.7000000000000028,0.5999999999999943,1.7999999999999972,-1.5,0.5,0.7999999999999972,0.7000000000000028,0.29999999999999716,-0.9000000000000057,0.5999999999999943,0.7999999999999972,-0.5,1.2999999999999972,0.0,1.5999999999999943,2.5999999999999943,1.0,1.7999999999999972,0.0,-0.20000000000000284,2.0999999999999943,1.2000000000000028,4.0,-0.9000000000000057,-0.20000000000000284
2002,-1.0,-1.7999999999999972,-0.5,0.0,-1.4000000000000057,-0.9000000000000057,-1.0,-0.5,-1.0,-0.7000000000000028,0.09999999999999432,-0.4000000000000057,-0.5,0.20000000000000284,-0.7999999999999972,0.09999999999999432,-0.5,-1.0999999999999943,-0.5999999999999943,2.299999999999997,-1.0999999999999943,-0.7000000000000028,0.5,-1.5999999999999943,-0.29999999999999716,-0.4000000000000057,-0.5999999999999943,-0.20000000000000284,-0.9000000000000057
2003,1.7000000000000028,0.20000000000000284,0.7999999999999972,1.0999999999999943,0.5999999999999943,1.0999999999999943,1.2000000000000028,0.09999999999999432,2.200000000000003,0.9000000000000057,1.5999999999999943,2.200000000000003,2.4000000000000057,2.200000000000003,1.0,0.7999999999999972,1.2000000000000028,1.7000000000000028,1.7000000000000028,2.0,1.7000000000000028,1.0999999999999943,0.09999999999999432,1.7999999999999972,1.7000000000000028,1.0,0.4000000000000057,1.2000000000000028,1.9000000000000057
2004,4.5,1.0,4.0,2.299999999999997,3.0,4.400000000000006,4.0,4.400000000000006,4.299999999999997,3.799999999999997,5.400000000000006,4.900000000000006,5.099999999999994,2.9000000000000057,4.099999999999994,3.5,4.099999999999994,3.5,3.700000000000003,3.200000000000003,3.0999999999999943,3.5999999999999943,2.200000000000003,4.099999999999994,4.900000000000006,2.299999999999997,2.700000000000003,6.0,3.9000000000000057
2005,1.4000000000000057,1.5,2.200000000000003,1.7000000000000028,2.299999999999997,2.4000000000000057,1.0,1.5,1.7999999999999972,1.2000000000000028,2.0999999999999943,2.9000000000000057,2.299999999999997,2.4000000000000057,2.0999999999999943,1.7000000000000028,1.5,1.4000000000000057,1.5,0.7999999999999972,1.2000000000000028,1.7000000000000028,1.0,2.299999999999997,1.7000000000000028,1.5,0.7000000000000028,1.4000000000000057,1.2999999999999972
2006,1.2000000000000028,0.9000000000000057,0.7999999999999972,1.2999999999999972,1.7999999999999972,1.2999999999999972,1.7000000000000028,1.5,1.7000000000000028,1.9000000000000057,1.2999999999999972,1.5999999999999943,1.4000000000000057,1.5,1.5999999999999943,1.2000000000000028,1.4000000000000057,1.2000000000000028,1.9000000000000057,1.5999999999999943,1.5,1.0,1.2000000000000028,2.0,2.299999999999997,1.5,1.2999999999999972,1.9000000000000057,1.0999999999999943
2007,5.299999999999997,2.4000000000000057,5.200000000000003,5.200000000000003,3.700000000000003,6.099999999999994,6.400000000000006,5.099999999999994,4.700000000000003,5.200000000000003,5.400000000000006,4.799999999999997,5.599999999999994,4.599999999999994,4.299999999999997,4.799999999999997,5.299999999999997,5.099999999999994,5.5,6.700000000000003,5.200000000000003,4.400000000000006,3.200000000000003,4.599999999999994,5.900000000000006,4.200000000000003,5.5,5.900000000000006,4.200000000000003
2008,6.200000000000003,5.099999999999994,4.599999999999994,8.200000000000003,5.599999999999994,7.799999999999997,7.599999999999994,6.900000000000006,6.200000000000003,5.599999999999994,7.0,6.299999999999997,6.0,5.700000000000003,5.400000000000006,6.0,5.099999999999994,4.599999999999994,8.5,10.099999999999994,6.400000000000006,5.299999999999997,5.799999999999997,7.200000000000003,5.099999999999994,5.400000000000006,8.099999999999994,5.700000000000003,5.0
2009,-0.9000000000000057,-1.5,-1.7999999999999972,1.2999999999999972,-2.299999999999997,-2.0999999999999943,-1.2999999999999972,-0.7000000000000028,-0.7000000000000028,0.20000000000000284,-0.5999999999999943,-0.4000000000000057,-0.4000000000000057,-0.29999999999999716,-0.4000000000000057,-0.7000000000000028,0.09999999999999432,0.0,0.7000000000000028,2.5999999999999943,0.5,0.0,-0.4000000000000057,-0.4000000000000057,0.7999999999999972,-1.0,0.7000000000000028,0.4000000000000057,-1.5
2010,3.0999999999999943,2.4000000000000057,3.200000000000003,4.099999999999994,3.0999999999999943,3.0,2.9000000000000057,4.799999999999997,3.0999999999999943,3.9000000000000057,3.5,2.9000000000000057,3.0999999999999943,3.200000000000003,3.799999999999997,3.0,3.700000000000003,3.0,4.099999999999994,5.400000000000006,4.0,2.9000000000000057,3.0999999999999943,3.0,3.200000000000003,3.5,4.299999999999997,3.700000000000003,3.799999999999997
2011,5.599999999999994,5.599999999999994,5.299999999999997,5.900000000000006,5.299999999999997,5.900000000000006,5.099999999999994,6.099999999999994,5.700000000000003,5.799999999999997,5.599999999999994,5.799999999999997,5.5,5.599999999999994,5.299999999999997,5.200000000000003,5.200000000000003,5.200000000000003,6.299999999999997,6.099999999999994,5.700000000000003,5.0,5.200000000000003,5.200000000000003,5.299999999999997,4.900000000000006,5.900000000000006,4.900000000000006,5.400000000000006
